Gene names	RBC	Plasma	Matrisome 1	Matrisome 2	Matrisome 3	Plasma 1	Subcellular location [CC]
Reg3b	NA	Plasma	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Secreted Note=Found in the apical region of pancreatic acinar cells
Ctsz	NA	Plasma	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Lgals1	RBC	Plasma	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Secreted
Colec11	NA	Plasma	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Secreted
Mmp19	NA	Plasma	Matrisome-associated	ECM Regulators	Protease	NA	Cell membrane
Ccl8	NA	Plasma	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
S100a4	NA	Plasma	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Anxa5	RBC	Plasma	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	NA
Clec4f	NA	Plasma	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Membrane
Reg1	NA	Plasma	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Secreted
C1qtnf9	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf2	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf3	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf4	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf5	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf6	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1qtnf7	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1ql2	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1ql3	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1ql4	NA	NA	Matrisome-associated	ECM-affiliated Proteins	comp	comp	Secreted
C1ql1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	NA	comp	Secreted
Cts7	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Endosome
Cts8	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Secreted
Ctse	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Endosome
Ctsf	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Ctsg	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Membrane 
Ctsj	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Ctsk	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Ctsm	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Ctso	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Ctsr	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Lysosome
Ctsw	NA	NA	Matrisome-associated	ECM Regulators	Protease	p	Endoplasmic reticulum
Adam10	RBC	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Cell membrane
Adam11	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam12	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam15	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Endomembrane system
Adam17	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Cell membrane
Adam18	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam19	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam1a	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam1b	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam2	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam21	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam22	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Cell membrane
Adam23	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Cell membrane
Adam24	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam25	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam26a	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam28	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam29	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam32	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam33	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam5	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam7	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam8	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
Adam9	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Cell membrane
Bmp10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp15	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp8a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Bmp8b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	signalling	Secreted
Ccl1	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	NA
Ccl12	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl19	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl2	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl20	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl21a	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl21b	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl21c	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl22	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl24	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl25	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl28	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl3	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl4	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl5	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl6	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl7	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Ccl9	NA	NA	Matrisome-associated	Secreted Factors	signalling	signalling	Secreted
Cxcl10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl14	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl15	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl5	RBC	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Cxcl9	NA	NA	Matrisome-associated	Secreted Factors	Signalling	Signalling	Secreted
Bmp1	NA	NA	Matrisome-associated	ECM Regulators	Protease	signalling	Golgi apparatus
Angpt1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angpt2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angpt4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angptl1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angptl2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angptl3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angptl4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angptl6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Angptl7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Brinp2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Brinp3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Bdnf	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Cbln1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Cbln2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Cbln3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Endoplasmic reticulum Golgi apparatus
Cbln4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Chrd	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ccbe1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Cfc1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Gdf1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ccl11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted Cytoplasm
Fgf10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus
Fgf12	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus
Fgf13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell projection
Fgf14	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus
Fgf16	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf17	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf18	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf20	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf21	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf22	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf23	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus
Fgf4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf8	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgf9	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgfbp1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Fgfbp3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Cx3cl1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Gdnf	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Csf3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Csf2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf15	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Gdf9	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Cxcl1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Hhip	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Hgf	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	NA
Hcfc1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus
Hcfc2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
Ihh	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Inha	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Inhba	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Inhbb	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Inhbc	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Inhbe	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Insl3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Igf2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Insl5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Insl6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifna7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifnb1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifne	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifng	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ifnk	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il1a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
Il1b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
Il1f10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
Il1rn	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il12a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il12b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il15	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il17a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il17b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il17c	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il17f	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il18	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
Il19	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il20	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il22	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il23a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il24	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il34	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il7	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il9	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ism1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Lefty1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Lefty2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Lep	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Lif	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Xcl1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Lta	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Ltb	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Membrane
Csf1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Pik3ip1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Pgf	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Btc	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Hbegf	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Il16	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
S100a1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
S100a10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	NA
S100a11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm Nucleus
S100a13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm Secreted 
S100a14	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
S100a16	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus
S100a3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
S100a5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	NA
S100a6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Nucleus envelope
S100a8	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
S100b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cytoplasm
S100g	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	NA
Wnt10a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt10b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt16	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt2b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt3a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt5a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt5b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt7a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt7b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt8a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt8b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt9a	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt9b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Wnt3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Tgfa	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Sema3a	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema3b	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema3c	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema3d	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema3e	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema3f	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema3g	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Secreted
Sema4a	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema4b	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Membrane
Sema4c	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell junction
Sema4d	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema4f	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema4g	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema5a	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Membrane
Sema5b	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Membrane
Sema6a	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema6b	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema6c	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema6d	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Sema7a	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Signalling	NA	Cell membrane
Cxcl12	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Thpo	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Tgfb1	RBC	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Tgfb2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Tgfb3	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Tnf	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf10	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf11	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf12	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
Tnfsf13b	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf14	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf15	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Membrane
Tnfsf18	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
Tnfsf4	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Membrane
Tnfsf8	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Membrane
Tnfsf9	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Membrane
Vegfa	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
