Gene_Symbol	Protein_length	Division	Category	Secretome
Mrpl11	192	Other	Mitochondrion	Non-secretome
Eci2	391	Other	Mitochondrion	Non-secretome
Zfyve21	234	Plasma membrane	Cell junction	Non-secretome
Ptchd4	904	Unknown	Membrane	Non-secretome
Epha8	1004	Plasma membrane	Cell membrane	Non-secretome
Ptrhd1	140	Nucleoplasm	Nucleoplasm	Non-secretome
Xbp1	267	ER	Endoplasmic reticulum	Non-secretome
Tfam	243	Other	Mitochondrion	Non-secretome
Krt14	484	Cytosol	Cytoplasm	Non-secretome
Stk32c	488	Unknown	Unknown	Non-secretome
Sp5	398	Nucleus	Nucleus	Non-secretome
Micu3	523	Other	Mitochondrion	Non-secretome
Ifna11	190	Secreted	Secreted	Non-secretome
Prr12	2035	Nucleus	Nucleus	Non-secretome
Cxcr5	374	Plasma membrane	Cell membrane	Non-secretome
Was	520	Cytosol	Cytoplasm	Non-secretome
Nsun5	465	Nucleus	Nucleus	Non-secretome
Sprr2f	76	Cytosol	Cytoplasm	Non-secretome
Adam19	920	Unknown	Membrane	Non-secretome
Fis1	152	Other	Mitochondrion outer membrane	Non-secretome
Susd3	269	Plasma membrane	Cell membrane	Non-secretome
Snx29	818	Golgi	Golgi apparatus	Non-secretome
Bglap2	95	Secreted	Secreted	Non-secretome
Zfpl1	310	Golgi	Golgi apparatus	Non-secretome
Ocrl	900	Cytosol	Cytoplasmic vesicle	Non-secretome
Ndufab1	156	Other	Mitochondrion	Non-secretome
Tmem131l	1597	Plasma membrane	Cell membrane	Non-secretome
Krcc1	256	Cytosol	Cytosol	Non-secretome
Wdr93	695	Cytoseleton af	Actin filaments	Non-secretome
Psap	557	Secreted	Secreted	Non-secretome
Kars1	595	Cytosol	Cytoplasm	Non-secretome
Snap29	260	Cytosol	Cytoplasm	Non-secretome
Marco	518	Plasma membrane	Cell membrane	Non-secretome
Smok2b	484	Unknown	Unknown	Non-secretome
Prss29	279	Secreted	Secreted	Non-secretome
Npas3	925	Nucleus	Nucleus	Non-secretome
Hccs	272	Other	Mitochondrion inner membrane	Non-secretome
Prune1	454	Cytosol	Cytoplasm	Non-secretome
Plscr3	296	Other	Mitochondrion membrane	Non-secretome
Tp53i13	385	Plasma membrane	Cell membrane	Non-secretome
Paxbp1	919	Nucleus	Nucleus	Non-secretome
Haus8	373	Cytosol	Cytoplasm	Non-secretome
Olfr13	310	Plasma membrane	Cell membrane	Non-secretome
Fut11	489	Golgi	Golgi apparatus	Non-secretome
Fga	789	Secreted	Secreted	Non-secretome
Gadd45gip1	222	Other	Mitochondrion	Non-secretome
Spag16	639	Cytosol	Cytoplasm	Non-secretome
Nxf1	618	Nucleus	Nucleus	Non-secretome
Vps33a	598	Cytosol	Cytoplasmic vesicle	Non-secretome
Guf1	651	Other	Mitochondrion inner membrane	Non-secretome
Sema3a	772	Secreted	Secreted	Non-secretome
Tenm2	2764	Plasma membrane	Cell membrane	Non-secretome
Zbtb49	756	Cytosol	Cytoplasm	Non-secretome
Efnb1	345	Plasma membrane	Cell membrane	Non-secretome
Tusc1	205	Vesicles	Vesicles	Non-secretome
Mrps17	120	Other	Mitochondrion	Non-secretome
Nmbr	390	Plasma membrane	Cell membrane	Non-secretome
Tyw5	315	Nuclear bodies	Nuclear bodies	Non-secretome
Vps51	782	Golgi	Golgi apparatus	Non-secretome
Aoc3	765	Unknown	Membrane	Non-secretome
Gjb1	283	Plasma membrane	Cell membrane	Non-secretome
Nkrf	690	Nucleus	Nucleus	Non-secretome
Eef1b	225	Unknown	Unknown	Non-secretome
B3galt5	308	Golgi	Golgi apparatus membrane	Non-secretome
Akr1d1	325	Cytosol	Cytoplasm	Non-secretome
Rnps1	305	Nucleus	Nucleus	Non-secretome
Cnrip1	164	Cytosol	Cytosol	Non-secretome
Erap1	930	ER	Endoplasmic reticulum membrane	Non-secretome
Ssh1	1042	Cytosol	Cytoplasm	Non-secretome
Esd	282	Other	Cytoplasm Cytoplasmic vesicle	Non-secretome
Bfsp1	669	Plasma membrane	Cell membrane	Non-secretome
Pax3	479	Nucleus	Nucleus	Non-secretome
Hoxa11	313	Nucleus	Nucleus	Non-secretome
Irs1	1233	Nucleoplasm	Nucleoplasm	Non-secretome
Sema6b	886	Plasma membrane	Cell membrane	Non-secretome
Bdnf	249	Secreted	Secreted	Non-secretome
Scgb3a2	91	Secreted	Secreted	Non-secretome
Olfr186	309	Plasma membrane	Cell membrane	Non-secretome
Pabir1	284	Nucleus	Nucleus	Non-secretome
Hrh4	391	Plasma membrane	Cell membrane	Non-secretome
Marveld3	376	Unknown	Membrane	Non-secretome
Irx6	438	Nucleus	Nucleus	Non-secretome
Sft2d2	159	Unknown	Membrane	Non-secretome
Elovl2	292	ER	Endoplasmic reticulum membrane	Non-secretome
Tef	301	Nucleus	Nucleus	Non-secretome
Lcmt2	686	Vesicles	Vesicles	Non-secretome
Mael	434	Cytosol	Cytoplasm	Non-secretome
Dhdds	333	ER	Endoplasmic reticulum membrane	Non-secretome
Hnrnpu	800	Nucleus	Nucleus	Non-secretome
Mterf3	412	Other	Mitochondrion	Non-secretome
Cacng7	275	Plasma membrane	Cell membrane	Non-secretome
Syf2	242	Nucleus	Nucleus	Non-secretome
Atl1	558	ER	Endoplasmic reticulum membrane	Non-secretome
Grem2	168	Secreted	Secreted	Non-secretome
Cd6	665	Plasma membrane	Cell membrane	Non-secretome
Ncald	193	Unknown	Unknown	Non-secretome
Gm11492	536	Unknown	Unknown	Non-secretome
Ppif	206	Other	Mitochondrion matrix	Non-secretome
Wdfy1	410	Unknown	Early endosome	Non-secretome
Mmp1a	464	Secreted	Secreted	Non-secretome
Olfr1537	314	Plasma membrane	Cell membrane	Non-secretome
Luc7l2	392	Nucleus	Nucleus speckle	Non-secretome
Ap3m2	418	Other	Golgi apparatus Cytoplasmic vesicle membrane	Non-secretome
Rhox13	232	Nucleus	Nucleus	Non-secretome
Commd9	198	Nucleus	Nucleus	Non-secretome
Fignl1	683	Nucleus	Nucleus	Non-secretome
Msr1	458	Unknown	Membrane	Non-secretome
Arpc5l	153	Cytosol	Cytoplasm	Non-secretome
Esrp2	717	Nucleus	Nucleus	Non-secretome
Wif1	379	Secreted	Secreted	Non-secretome
Ttc32	148	Mitochondria	Mitochondria	Non-secretome
Leng9	485	Nucleoli	Nucleoli fibrillar center	Non-secretome
Zc2hc1c	527	Nuclear speckles	Nuclear speckles	Non-secretome
Zbbx	716	Golgi	Golgi apparatus	Non-secretome
Pink1	580	Other	Mitochondrion outer membrane	Non-secretome
Tubd1	455	Unknown	Cell projection	Non-secretome
Mtmr6	617	Cytosol	Cytoplasm	Non-secretome
Capn1	713	Cytosol	Cytoplasm	Non-secretome
Mgat5b	792	Golgi	Golgi apparatus membrane	Non-secretome
Chst15	561	Golgi	Golgi apparatus membrane	Non-secretome
Cmbl	245	Cytosol	Cytoplasm	Non-secretome
Srfbp1	441	Cytosol	Cytoplasm	Non-secretome
Tmbim4	238	Golgi	Golgi apparatus membrane	Non-secretome
H2bc9	126	Other	Nucleus Chromosome	Non-secretome
Liat1	228	Unknown	Unknown	Non-secretome
Msx3	204	Nucleus	Nucleus	Non-secretome
Grap	217	Unknown	Membrane	Non-secretome
Dis3l2	870	Cytosol	Cytoplasm	Non-secretome
Rassf5	413	Cytosol	Cytoplasm	Non-secretome
Podnl1	559	Secreted	Secreted	Non-secretome
Tmed3	221	Other	Endoplasmic reticulum-Golgi intermediate compartment membrane	Non-secretome
Reep2	254	Unknown	Membrane	Non-secretome
Spata1	444	Unknown	Unknown	Non-secretome
Manba	879	Lysosome	Lysosome	Non-secretome
Gnl3	538	Nucleus	Nucleus	Non-secretome
Pomt2	820	ER	Endoplasmic reticulum membrane	Non-secretome
Ndor1	598	Cytosol	Cytoplasm	Non-secretome
H2-Eb1	232	Unknown	Membrane	Non-secretome
Brip1	1174	Nucleus	Nucleus	Non-secretome
Golga7	137	Golgi	Golgi apparatus membrane	Non-secretome
Lamb3	1168	Secreted	Secreted	Non-secretome
Ccl8	97	Secreted	Secreted	Non-secretome
Nup62	526	Nucleus	Nucleus	Non-secretome
Stc2	296	Secreted	Secreted	Non-secretome
C8a	587	Secreted	Secreted	Non-secretome
Nrp2	931	Unknown	Membrane	Non-secretome
Arntl2	579	Nucleus	Nucleus	Non-secretome
Vegfb	207	Secreted	Secreted	Non-secretome
Calb1	261	Vesicles	Vesicles	Non-secretome
Dgkb	802	Plasma membrane	Cell junction	Non-secretome
Ctdnep1	244	ER	Endoplasmic reticulum membrane	Non-secretome
Vnn1	512	Plasma membrane	Cell membrane	Non-secretome
Frg1	258	Nucleus	Nucleus	Non-secretome
Dph2	489	Nucleoplasm	Nucleoplasm	Non-secretome
Znf280d	974	Nucleus	Nucleus	Non-secretome
Pim3	326	Cytosol	Cytoplasm	Non-secretome
Cul1	776	Nucleoplasm	Nucleoplasm	Non-secretome
Set	289	Cytosol	Cytoplasm	Non-secretome
Etfdh	616	Other	Mitochondrion inner membrane	Non-secretome
Osgin1	478	Nucleoplasm	Nucleoplasm	Non-secretome
Rab9b	201	Plasma membrane	Cell membrane	Non-secretome
Kif5a	1027	Cytosol	Cytoplasm	Non-secretome
Rimkla	380	Cytosol	Cytoplasm	Non-secretome
Dkkl1	230	Other	Secreted Cytoplasmic vesicle	Non-secretome
Ucn3	164	Secreted	Secreted	Non-secretome
Ddah2	285	Cytosol	Cytoplasm	Non-secretome
Npepps	920	Cytosol	Cytoplasm	Non-secretome
Flrt1	646	Plasma membrane	Cell membrane	Non-secretome
Tmem247	211	Unknown	Membrane	Non-secretome
Ccdc65	493	Cytosol	Cytoplasm	Non-secretome
Rtl6	243	Nuclear speckles	Nuclear speckles	Non-secretome
Mark1	795	Plasma membrane	Cell membrane	Non-secretome
Mbip	341	Nucleus	Nucleus	Non-secretome
Shkbp1	704	Lysosome	Lysosome	Non-secretome
Lsp1	330	Plasma membrane	Cell membrane	Non-secretome
Brsk2	735	Cytosol	Cytoplasm	Non-secretome
Psmb6	238	Cytosol	Cytoplasm	Non-secretome
Actn3	900	Cytoseleton af	Actin filaments	Non-secretome
Zfp11	647	Nucleus	Nucleus	Non-secretome
Mtss2	715	Cytosol	Cytoplasm	Non-secretome
Ptprj	1238	Plasma membrane	Cell membrane	Non-secretome
Hspb9	168	Cytosol	Cytoplasm	Non-secretome
Piwil4	848	Nucleus	Nucleus	Non-secretome
Olfr181	317	Plasma membrane	Cell membrane	Non-secretome
Dync1h1	4644	Cytosol	Cytoplasm	Non-secretome
Cops5	334	Cytosol	Cytoplasm	Non-secretome
Usp13	858	Nucleoplasm	Nucleoplasm	Non-secretome
Cdh17	827	Plasma membrane	Cell membrane	Non-secretome
Ssr2	183	ER	Endoplasmic reticulum membrane	Non-secretome
Exosc9	438	Cytosol	Cytoplasm	Non-secretome
Znf142	1843	Nucleus	Nucleus	Non-secretome
Gata2	480	Nucleus	Nucleus	Non-secretome
Ddx59	619	Cytosol	Cytoplasm	Non-secretome
Rps17	135	Cytosol	Cytoplasm	Non-secretome
Slc4a10	1118	Plasma membrane	Basolateral cell membrane	Non-secretome
Gpr1	353	Plasma membrane	Cell membrane	Non-secretome
Gpr182	395	Plasma membrane	Cell membrane	Non-secretome
Efcab10	132	Unknown	Unknown	Non-secretome
Gsn	780	Cytosol	Cytoplasm	Non-secretome
Ighv1-61	117	Unknown	Unknown	Non-secretome
Dennd2c	914	Nucleoplasm	Nucleoplasm	Non-secretome
Ptchd3	906	Unknown	Membrane	Non-secretome
Smim9	137	Plasma membrane	Cell membrane	Non-secretome
Pigf	219	ER	Endoplasmic reticulum membrane	Non-secretome
Fbxo34	695	Nuclear speckles	Nuclear speckles	Non-secretome
Ino80b	375	Nucleus	Nucleus	Non-secretome
St6galnac1	526	Golgi	Golgi apparatus membrane	Non-secretome
Rnf138	245	Chromatin	Chromosome	Non-secretome
Csgalnact2	542	Golgi	Golgi apparatus	Non-secretome
Rheb	184	Unknown	Endomembrane system	Non-secretome
Col6a5	2640	Secreted	Secreted	Non-secretome
Rbm34	442	Nucleus	Nucleus	Non-secretome
Agbl3	1006	Cytosol	Cytoplasm	Non-secretome
Ireb2	963	Cytosol	Cytoplasm	Non-secretome
Pilrb2	225	Unknown	Membrane	Non-secretome
Muc20	656	Secreted	Secreted	Non-secretome
Map4k4	1233	Cytosol	Cytoplasm	Non-secretome
Apbb2	760	Mitochondria	Mitochondria	Non-secretome
Pus7	660	Nucleus	Nucleus	Non-secretome
Lepr	1162	Plasma membrane	Cell membrane	Non-secretome
Impg2	1243	Unknown	Photoreceptor outer segment membrane	Non-secretome
Arsg	525	Lysosome	Lysosome	Non-secretome
Ptgis	501	ER	Endoplasmic reticulum membrane	Non-secretome
TCAIM	499	Mitochondria	Mitochondrion	Non-secretome
Dusp23	150	Cytosol	Cytoplasm	Non-secretome
Rassf10	508	Cytosol	Cytoplasm	Non-secretome
Asb14	587	Unknown	Unknown	Non-secretome
Map3k9	1077	Nucleoplasm	Nucleoplasm	Non-secretome
Zbtb20	741	Nucleus	Nucleus	Non-secretome
Glipr1	255	Unknown	Membrane	Non-secretome
Nktr	1453	Plasma membrane	Cell membrane	Non-secretome
Stat6	837	Other	Cytoplasm Nucleus	Non-secretome
Adam1b	806	Unknown	Membrane	Non-secretome
Znf865	1058	Nucleus	Nucleus	Non-secretome
Cth	398	Cytosol	Cytoplasm	Non-secretome
Kif16b	1312	Cytosol	Cytoplasm	Non-secretome
Pde4a	844	Cytosol	Cytoplasm	Non-secretome
Specc1	1067	Nucleus	Nucleus	Non-secretome
Nrxn2	1710	Unknown	Membrane	Non-secretome
Klf8	355	Nucleus	Nucleus	Non-secretome
Psapl1	522	Secreted	Secreted	Non-secretome
Mrpl14	145	Other	Mitochondrion	Non-secretome
Tdrkh	560	Other	Cytoplasm Mitochondrion	Non-secretome
Ugt2b17	530	ER	Endoplasmic reticulum membrane	Non-secretome
Fbxl2	423	Unknown	Membrane	Non-secretome
Mrpl21	209	Other	Mitochondrion	Non-secretome
Tnfsf8	239	Unknown	Membrane	Non-secretome
Ppp1r3g	347	Unknown	Unknown	Non-secretome
Lrrc61	259	Nucleoplasm	Nucleoplasm	Non-secretome
Tmem254c	123	Unknown	Membrane	Non-secretome
Trmo	431	Nucleoplasm	Nucleoplasm	Non-secretome
Mycb	170	Nucleus	Nucleus	Non-secretome
Ssu72	194	Nucleus	Nucleus	Non-secretome
Npb	119	Secreted	Secreted	Non-secretome
Aunip	340	Nucleus	Nucleus	Non-secretome
Phf11a	293	Nucleus	Nucleus	Non-secretome
Wtap	396	Nucleus	Nucleus speckle	Non-secretome
Cnot10	744	Cytosol	Cytoplasm	Non-secretome
Tfb2m	396	Other	Mitochondrion	Non-secretome
Ndufa3	84	Other	Mitochondrion inner membrane	Non-secretome
Fbln2	1221	Secreted	Secreted	Non-secretome
Ankrd33	385	Cytosol	Cytoplasm	Non-secretome
Gabrr2	465	Plasma membrane	Cell junction	Non-secretome
Defb20	96	Secreted	Secreted	Non-secretome
Nfe2l3	660	Nucleus	Nucleus	Non-secretome
Plaur	327	Plasma membrane	Cell membrane	Non-secretome
Rnf114	229	Cytosol	Cytoplasm	Non-secretome
G3bp1	465	Cytosol	Cytoplasm	Non-secretome
Cnot6	557	Cytosol	Cytoplasm	Non-secretome
Borcs5	195	Lysosome	Lysosome membrane	Non-secretome
Crygs	178	Cytosol	Cytosol	Non-secretome
Eef1e1	174	Cytosol	Cytoplasm	Non-secretome
Trank1	2999	Nucleoplasm	Nucleoplasm	Non-secretome
Hacd1	281	ER	Endoplasmic reticulum membrane	Non-secretome
Map3k11	850	Cytosol	Cytoplasm	Non-secretome
Cpsf2	782	Nucleus	Nucleus	Non-secretome
Tmco5a	303	Unknown	Membrane	Non-secretome
Cadm1	456	Plasma membrane	Cell membrane	Non-secretome
Aqp8	261	Unknown	Membrane	Non-secretome
Lamtor2	125	Unknown	Late endosome membrane	Non-secretome
Trappc6a	159	Golgi	Golgi apparatus	Non-secretome
Ipcef1	406	Cytosol	Cytoplasm	Non-secretome
Tead4	427	Nucleus	Nucleus	Non-secretome
Kcnrg	264	ER	Endoplasmic reticulum	Non-secretome
Ctbp2	445	Nucleus	Nucleus	Non-secretome
Pigt	582	ER	Endoplasmic reticulum membrane	Non-secretome
Ctu1	420	Cytosol	Cytoplasm	Non-secretome
Gpbp1l1	473	Nucleus	Nucleus	Non-secretome
Rab3b	219	Plasma membrane	Cell membrane	Non-secretome
Rpl32-ps	135	Unknown	Unknown	Non-secretome
Ing5	240	Nucleus	Nucleus	Non-secretome
Kmo	479	Other	Mitochondrion outer membrane	Non-secretome
Insm1	521	Nucleus	Nucleus	Non-secretome
Cttnbp2nl	638	Unknown	Cell projection	Non-secretome
Adprs	370	Nucleus	Nucleus	Non-secretome
Cpa1	419	Secreted	Secreted	Non-secretome
Pacc1	350	Plasma membrane	Cell membrane	Non-secretome
Chrna3	499	Plasma membrane	Cell junction	Non-secretome
Psmd13	376	Cytosol	Cytoplasm	Non-secretome
Spem2	503	Unknown	Membrane	Non-secretome
Atp5pf	108	Other	Mitochondrion Mitochondrion inner membrane	Non-secretome
Vapa	249	ER	Endoplasmic reticulum membrane	Non-secretome
Cyb5r1	305	Unknown	Membrane	Non-secretome
Daam2	1115	Nucleoplasm	Nucleoplasm	Non-secretome
Msh6	1358	Nucleus	Nucleus	Non-secretome
Ehhadh	718	Peroxisome	Peroxisome	Non-secretome
Khdc4	612	Nucleus	Nucleus	Non-secretome
Ppp5c	499	Nucleus	Nucleus	Non-secretome
Slc34a2	697	Unknown	Membrane	Non-secretome
Grm1	1199	Plasma membrane	Cell membrane	Non-secretome
Vps4a	437	Unknown	Late endosome membrane	Non-secretome
Dhx15	795	Nucleus	Nucleus	Non-secretome
Nup155	1391	Nucleus	Nucleus	Non-secretome
Sar1a	198	ER	Endoplasmic reticulum	Non-secretome
Sfn	248	Cytosol	Cytoplasm	Non-secretome
Sae1	350	Nucleus	Nucleus	Non-secretome
Bmpr1b	502	Plasma membrane	Cell membrane	Non-secretome
Tpcn1	817	Lysosome	Lysosome membrane	Non-secretome
Tbca	108	Cytosol	Cytoplasm	Non-secretome
Syt15	418	Unknown	Membrane	Non-secretome
Nrep	68	Cytosol	Cytoplasm	Non-secretome
Depdc5	1591	Cytosol	Cytoplasm	Non-secretome
Nrsn2	202	Unknown	Membrane	Non-secretome
Eif2d	570	Cytosol	Cytoplasm	Non-secretome
Ecsit	435	Cytosol	Cytoplasm	Non-secretome
Glrx2	156	Other	Mitochondrion	Non-secretome
Slco1a6	670	Plasma membrane	Cell membrane	Non-secretome
Slc13a5	572	Unknown	Membrane	Non-secretome
Cyp4a12a	508	ER	Endoplasmic reticulum membrane	Non-secretome
Kpna1	538	Other	Cytoplasm Nucleus	Non-secretome
Adgrg3	542	Unknown	Membrane	Non-secretome
Pdia3	505	ER	Endoplasmic reticulum	Non-secretome
Cd300ld	221	Plasma membrane	Cell membrane	Non-secretome
Nmt2	529	Cytosol	Cytoplasm	Non-secretome
Mndal	538	Nucleus	Nucleus	Non-secretome
Lmod3	571	Cytosol	Cytoplasm	Non-secretome
Trmt112	125	Nucleus	Nucleus	Non-secretome
Pik3cb	1064	Cytosol	Cytoplasm	Non-secretome
Rfc3	356	Nucleus	Nucleus	Non-secretome
Rsph6a	708	Unknown	Cell projection	Non-secretome
Mug2	1451	Secreted	Secreted	Non-secretome
Snw1	536	Nucleus	Nucleus	Non-secretome
Hnrnpa0	305	Nucleus	Nucleus	Non-secretome
Srxn1	136	Cytosol	Cytoplasm	Non-secretome
Fam181b	417	Mitochondria	Mitochondria	Non-secretome
Pwp1	501	Nucleus	Nucleus	Non-secretome
Pak3	559	Cytosol	Cytoplasm	Non-secretome
Olfr688	321	Plasma membrane	Cell membrane	Non-secretome
Map3k4	1597	Cytosol	Cytoplasm	Non-secretome
Gask1a	562	Secreted	Secreted	Non-secretome
Slc36a2	478	Plasma membrane	Cell membrane	Non-secretome
Ddi1	408	Unknown	Unknown	Non-secretome
Nfkbie	364	Cytosol	Cytoplasm	Non-secretome
Prr5	387	Unknown	Unknown	Non-secretome
Cd209a	238	Unknown	Membrane	Non-secretome
Phaf1	422	Cytosol	Cytoplasm	Non-secretome
Zscan10	782	Nucleus	Nucleus	Non-secretome
Ptf1a	324	Other	Nucleus Cytoplasm	Non-secretome
Slc27a2	620	ER	Endoplasmic reticulum membrane	Non-secretome
Hsd17b3	305	ER	Endoplasmic reticulum	Non-secretome
Ptprq	2300	Unknown	Membrane	Non-secretome
Cdh1	884	Plasma membrane	Cell junction	Non-secretome
Hist1h2an	130	Other	Nucleus Chromosome	Non-secretome
Wnt4	351	Secreted	Secreted	Non-secretome
Slc7a14	771	Lysosome	Lysosome membrane	Non-secretome
Ptprt	1454	Unknown	Membrane	Non-secretome
Ifrd1	449	Plasma membrane	Plasma membrane	Non-secretome
Coq8b	533	Other	Mitochondrion membrane	Non-secretome
Ptpn4	926	Plasma membrane	Cell membrane	Non-secretome
Snx5	404	Unknown	Endosome	Non-secretome
Olfr11	313	Plasma membrane	Cell membrane	Non-secretome
Gria2	883	Plasma membrane	Cell membrane	Non-secretome
Ttc29	471	Cytosol	Cytoplasm	Non-secretome
Ankle2	964	ER	Endoplasmic reticulum membrane	Non-secretome
Agxt2	513	Other	Mitochondrion	Non-secretome
Caprin1	707	Cytosol	Cytoplasm	Non-secretome
Ace2	805	Secreted	Secreted	Non-secretome
Ss18l1	402	Nucleus	Nucleus	Non-secretome
Lpxn	386	Cytosol	Cytoplasm	Non-secretome
Cyp2a4	494	ER	Endoplasmic reticulum membrane	Non-secretome
Kdelr2	212	ER	Endoplasmic reticulum membrane	Non-secretome
Naa40	237	Cytosol	Cytoplasm	Non-secretome
Arl5a	179	Unknown	Unknown	Non-secretome
Gjb4	266	Plasma membrane	Cell membrane	Non-secretome
Atpsckmt	247	Other	Mitochondrion membrane	Non-secretome
Phf14	881	Unknown	Nucleus	Non-secretome
Tmem131	1877	Unknown	Membrane	Non-secretome
Dnmt3l	421	Nucleus	Nucleus	Non-secretome
Il2	169	Secreted	Secreted	Non-secretome
Cyb561d1	229	Unknown	Membrane	Non-secretome
Rassf3	232	Cytosol	Cytoplasm	Non-secretome
Ripply2	128	Nucleus	Nucleus	Non-secretome
Crygn	183	Unknown	Unknown	Non-secretome
Kremen1	473	Plasma membrane	Cell membrane	Non-secretome
Iqca1	857	Cytosol	Cytoplasm	Non-secretome
Pkp4	1190	Plasma membrane	Cell junction	Non-secretome
Chchd7	85	Other	Mitochondrion intermembrane space	Non-secretome
Fbxw11	542	Cytosol	Cytoplasm	Non-secretome
Klhl17	640	Plasma membrane	Cell junction	Non-secretome
Rwdd2a	292	Vesicles	Vesicles	Non-secretome
Zbtb3	518	Nucleus	Nucleus	Non-secretome
Eif5a	154	Cytosol	Cytoplasm	Non-secretome
Cst12	128	Secreted	Secreted	Non-secretome
Unc45a	944	Cytosol	Cytoplasm	Non-secretome
Tas2r13	305	Plasma membrane	Cell membrane	Non-secretome
Pdgfra	1089	Plasma membrane	Cell membrane	Non-secretome
Hemgn	503	Nucleus	Nucleus	Non-secretome
Acp5	327	Lysosome	Lysosome	Non-secretome
Cdk5r1	307	Other	[Cyclin-dependent kinase 5 activator 1	Non-secretome
Pde10a	790	Cytosol	Cytoplasm	Non-secretome
Tmod2	351	Cytosol	Cytoplasm	Non-secretome
Dnajb14	379	ER	Endoplasmic reticulum membrane	Non-secretome
Selenoh	116	Nucleoplasm	Nucleoplasm	Non-secretome
Sec31b	1158	Cytosol	Cytoplasm	Non-secretome
Rgl3	709	Nucleoplasm	Nucleoplasm	Non-secretome
Slc9a9	644	Unknown	Late endosome membrane	Non-secretome
Taf4b	850	Nucleus	Nucleus	Non-secretome
Ripk2	539	Cytosol	Cytoplasm	Non-secretome
Rdh10	341	Unknown	Microsome membrane	Non-secretome
Hpcal1	193	Unknown	Membrane	Non-secretome
Zup1	577	Cytosol	Cytoplasm	Non-secretome
Acsl3	720	Other	Mitochondrion outer membrane	Non-secretome
Slc44a4	707	Unknown	Membrane	Non-secretome
Phlda1	405	Cytosol	Cytoplasm	Non-secretome
Pars2	475	Other	Mitochondrion matrix	Non-secretome
Ptch1	1434	Plasma membrane	Cell membrane	Non-secretome
Pdia2	527	ER	Endoplasmic reticulum lumen	Non-secretome
Hrob	615	Nucleus	Nucleus	Non-secretome
Brme1	600	Chromatin	Chromosome	Non-secretome
Styxl2	1138	Cytosol	Cytoplasm	Non-secretome
Map3k7	579	Cytosol	Cytoplasm	Non-secretome
Plod2	737	Other	Rough endoplasmic reticulum membrane	Non-secretome
Ndufb2	105	Other	Mitochondrion inner membrane	Non-secretome
Nifk	317	Nucleus	Nucleus	Non-secretome
Ddx55	600	Unknown	Nucleus	Non-secretome
Hspe1	102	Other	Mitochondrion matrix	Non-secretome
Mrpl45	306	Other	Mitochondrion	Non-secretome
Tas2r104	302	Unknown	Membrane	Non-secretome
Pcyt1b	369	ER	Endoplasmic reticulum	Non-secretome
Kif18b	834	Nucleus	Nucleus	Non-secretome
Asphd2	343	Unknown	Membrane	Non-secretome
Eef1a1	462	Cytosol	Cytoplasm	Non-secretome
Csk	450	Cytosol	Cytoplasm	Non-secretome
Dlgap4	992	Unknown	Membrane	Non-secretome
F11r	300	Plasma membrane	Cell junction	Non-secretome
Oxt	125	Secreted	Secreted	Non-secretome
Rps21	83	Cytosol	Cytoplasm	Non-secretome
Rims1	1463	Plasma membrane	Cell membrane	Non-secretome
Slfnl1	410	Cytosol	Cytosol	Non-secretome
Leo1	667	Nucleus	Nucleus	Non-secretome
Gulo	440	Unknown	Microsome membrane	Non-secretome
Mapk10	464	Cytosol	Cytoplasm	Non-secretome
Tpcn2	731	Lysosome	Lysosome membrane	Non-secretome
Otoa	1137	Plasma membrane	Apical cell membrane	Non-secretome
Anxa9	345	Secreted-matrisome associated	Matrisome-associated	Non-secretome
Hdac6	1149	Cytosol	Cytoplasm	Non-secretome
Tspan12	305	Plasma membrane	Cell membrane	Non-secretome
Dntt	510	Nucleus	Nucleus	Non-secretome
Kcnmb2	235	Unknown	Membrane	Non-secretome
Sec22a	307	ER	Endoplasmic reticulum membrane	Non-secretome
Capn15	1095	Nucleoplasm	Nucleoplasm	Non-secretome
Col27a1	1845	Secreted	Secreted	Non-secretome
Dzip3	1204	Cytosol	Cytoplasm	Non-secretome
Cdc42bpb	1713	Cytosol	Cytoplasm	Non-secretome
Crlf3	442	Cytosol	Cytoplasm	Non-secretome
Utp23	249	Nucleus	Nucleus	Non-secretome
Idnk	184	Mitochondria	Mitochondria	Non-secretome
Rragc	398	Cytosol	Cytoplasm	Non-secretome
Shisal2a	189	Unknown	Membrane	Non-secretome
Adamts15	950	Secreted	Secreted	Non-secretome
Crispld2	495	Secreted	Secreted	Non-secretome
Psmg1	289	Cytosol	Cytoplasm	Non-secretome
Rubcn	956	Unknown	Late endosome	Non-secretome
Zc3h10	435	Nucleus	Nucleus	Non-secretome
Mboat1	492	Unknown	Membrane	Non-secretome
Cog6	657	Golgi	Golgi apparatus membrane	Non-secretome
Flg2	2362	Cytosol	Cytoplasm	Non-secretome
Cdc42ep4	349	Unknown	Endomembrane system	Non-secretome
Plec	4691	Cytosol	Cytoplasm	Non-secretome
Hcn2	863	Plasma membrane	Cell membrane	Non-secretome
Paqr9	375	Plasma membrane	Cell membrane	Non-secretome
Cachd1	1288	Unknown	Membrane	Non-secretome
Klhl24	600	Unknown	Perikaryon	Non-secretome
Vps37b	285	Unknown	Late endosome membrane	Non-secretome
Psors1c2	134	Secreted	Secreted	Non-secretome
Mvb12a	271	Cytosol	Cytoplasm	Non-secretome
Efna4	206	Plasma membrane	Cell membrane	Non-secretome
Ccdc70	223	Secreted	Secreted	Non-secretome
